route_name,type,origin,destination,olat,olon,dlat,dlon,distance,time
San Diego-Chicago,airplane,San Diego,Chicago,32.7174202,-117.162772,41.8755616,-87.6244212,2787.0855595005683,4.48385694937571
San Diego-Houston,airplane,San Diego,Houston,32.7174202,-117.162772,29.7589382,-95.3676974,2094.2579981991894,3.617822497748987
San Diego-Phoenix,airplane,San Diego,Phoenix,32.7174202,-117.162772,33.4484367,-112.074141,480.9632116852957,1.6012040146066195
San Diego-Philadelphia,airplane,San Diego,Philadelphia,32.7174202,-117.162772,39.9527237,-75.1635262,3810.766184108693,5.763457730135866
San Diego-San Antonio,airplane,San Diego,San Antonio,32.7174202,-117.162772,29.4246002,-98.4951405,1812.6762216334027,3.2658452770417536
San Diego-Dallas,airplane,San Diego,Dallas,32.7174202,-117.162772,32.7762719,-96.7968559,1901.725158832842,3.377156448541053
San Diego-San Jose,airplane,San Diego,San Jose,32.7174202,-117.162772,37.3361663,-121.890591,669.9316743749388,1.8374145929686736
San Diego-Austin,airplane,San Diego,Austin,32.7174202,-117.162772,30.2711286,-97.7436995,1858.512052817841,3.3231400660223014
San Diego-Jacksonville,airplane,San Diego,Jacksonville,32.7174202,-117.162772,30.3321838,-81.655651,3360.3472365044872,5.200434045630609
San Diego-Fort Worth,airplane,San Diego,Fort Worth,32.7174202,-117.162772,32.753177,-97.3327459,1852.0708671704567,3.3150885839630715
San Diego-Columbus,airplane,San Diego,Columbus,32.7174202,-117.162772,39.9622601,-83.0007065,3143.1974444504367,4.928996805563045
San Diego-Charlotte,airplane,San Diego,Charlotte,32.7174202,-117.162772,35.2272086,-80.8430827,3342.270303516129,5.177837879395161
San Diego-San Francisco,airplane,San Diego,San Francisco,32.7174202,-117.162772,37.7792588,-122.4193286,737.7191791613614,1.9221489739517017
San Diego-Indianapolis,airplane,San Diego,Indianapolis,32.7174202,-117.162772,39.7683331,-86.1583502,2872.859553377825,4.591074441722281
San Diego-Seattle,airplane,San Diego,Seattle,32.7174202,-117.162772,47.6038321,-122.330062,1711.533441557164,3.139416801946455
San Diego-Denver,airplane,San Diego,Denver,32.7174202,-117.162772,39.7392364,-104.984862,1340.647597942778,2.6758094974284727
San Diego-Washington,airplane,San Diego,Washington,32.7174202,-117.162772,38.8950368,-77.0365427,3653.07384719208,5.566342308990101
San Diego-Boston,airplane,San Diego,Boston,32.7174202,-117.162772,42.3554334,-71.060511,4149.984960463398,6.187481200579247
San Diego-El Paso,airplane,San Diego,El Paso,32.7174202,-117.162772,31.7601164,-106.4870404,1009.2660792953072,2.2615825991191345
San Diego-Nashville,airplane,San Diego,Nashville,32.7174202,-117.162772,36.1622767,-86.7742984,2801.4210950154115,4.5017763687692645
San Diego-Detroit,airplane,San Diego,Detroit,32.7174202,-117.162772,42.3315509,-83.0466403,3167.752760420425,4.959690950525531
San Diego-Oklahoma City,airplane,San Diego,Oklahoma City,32.7174202,-117.162772,35.4729886,-97.5170536,1831.5934405620933,3.289491800702617
San Diego-Portland,airplane,San Diego,Portland,32.7174202,-117.162772,45.5202471,-122.674194,1499.94916626822,2.8749364578352745
San Diego-Las Vegas,airplane,San Diego,Las Vegas,32.7174202,-117.162772,36.171697,-115.1463536,426.2569014780306,1.5328211268475382
San Diego-Memphis,airplane,San Diego,Memphis,32.7174202,-117.162772,35.1460249,-90.0517638,2507.988652338578,4.134985815423223
San Diego-Baltimore,airplane,San Diego,Baltimore,32.7174202,-117.162772,39.290386,-76.61219,3688.4628341610096,5.610578542701262
San Diego-Louisville,airplane,San Diego,Louisville,32.7174202,-117.162772,38.2542376,-85.759407,2894.505774704324,4.6181322183804046
Dallas-New York,airplane,Dallas,New York,32.7762719,-96.7968559,40.7127281,-74.0060152,2205.7359495539768,3.757169936942471
Dallas-Los Angeles,airplane,Dallas,Los Angeles,32.7762719,-96.7968559,34.052235,-118.243683,1992.0074217336016,3.490009277167002
Dallas-Chicago,airplane,Dallas,Chicago,32.7762719,-96.7968559,41.8755616,-87.6244212,1295.0703354037237,2.6188379192546547
Dallas-Houston,airplane,Dallas,Houston,32.7762719,-96.7968559,29.7589382,-95.3676974,361.9528081344044,1.4524410101680054
Dallas-Phoenix,airplane,Dallas,Phoenix,32.7762719,-96.7968559,33.4484367,-112.074141,1423.5611095192082,2.7794513868990105
Dallas-Philadelphia,airplane,Dallas,Philadelphia,32.7762719,-96.7968559,39.9527237,-75.1635262,2088.1372653295707,3.6101715816619633
Dallas-San Antonio,airplane,Dallas,San Antonio,32.7762719,-96.7968559,29.4246002,-98.4951405,406.2350390648199,1.5077937988310248
Dallas-San Diego,airplane,Dallas,San Diego,32.7762719,-96.7968559,32.7174202,-117.162772,1901.725158832842,3.377156448541053
Dallas-San Jose,airplane,Dallas,San Jose,32.7762719,-96.7968559,37.3361663,-121.890591,2332.289892429377,3.915362365536721
Dallas-Austin,airplane,Dallas,Austin,32.7762719,-96.7968559,30.2711286,-97.7436995,292.6549924618855,1.365818740577357
Dallas-Jacksonville,airplane,Dallas,Jacksonville,32.7762719,-96.7968559,30.3321838,-81.655651,1458.8497777079351,2.823562222134919
Dallas-Fort Worth,airplane,Dallas,Fort Worth,32.7762719,-96.7968559,32.753177,-97.3327459,50.17346532253081,1.0627168316531634
Dallas-Columbus,airplane,Dallas,Columbus,32.7762719,-96.7968559,39.9622601,-83.0007065,1468.4828544364373,2.8356035680455465
Dallas-Charlotte,airplane,Dallas,Charlotte,32.7762719,-96.7968559,35.2272086,-80.8430827,1493.9738349507788,2.867467293688473
Dallas-San Francisco,airplane,Dallas,San Francisco,32.7762719,-96.7968559,37.7792588,-122.4193286,2383.31749570999,3.979146869637488
Dallas-Indianapolis,airplane,Dallas,Indianapolis,32.7762719,-96.7968559,39.7683331,-86.1583502,1228.888793744574,2.536110992180718
Dallas-Seattle,airplane,Dallas,Seattle,32.7762719,-96.7968559,47.6038321,-122.330062,2703.1104780685405,4.378888097585675
Dallas-Denver,airplane,Dallas,Denver,32.7762719,-96.7968559,39.7392364,-104.984862,1066.021087118413,2.3325263588980163
Dallas-Washington,airplane,Dallas,Washington,32.7762719,-96.7968559,38.8950368,-77.0365427,1901.938026156536,3.37742253269567
Dallas-Boston,airplane,Dallas,Boston,32.7762719,-96.7968559,42.3554334,-71.060511,2492.8384522628635,4.116048065328579
Dallas-El Paso,airplane,Dallas,El Paso,32.7762719,-96.7968559,31.7601164,-106.4870404,917.7345116395676,2.14716813954946
Dallas-Nashville,airplane,Dallas,Nashville,32.7762719,-96.7968559,36.1622767,-86.7742984,992.2962714095102,2.2403703392618874
Dallas-Detroit,airplane,Dallas,Detroit,32.7762719,-96.7968559,42.3315509,-83.0466403,1608.122892007278,3.0101536150090973
Dallas-Oklahoma City,airplane,Dallas,Oklahoma City,32.7762719,-96.7968559,35.4729886,-97.5170536,307.098770868852,1.383873463586065
Dallas-Portland,airplane,Dallas,Portland,32.7762719,-96.7968559,45.5202471,-122.674194,2625.259947858058,4.281574934822572
Dallas-Las Vegas,airplane,Dallas,Las Vegas,32.7762719,-96.7968559,36.171697,-115.1463536,1721.0568055112365,3.1513210068890456
Dallas-Memphis,airplane,Dallas,Memphis,32.7762719,-96.7968559,35.1460249,-90.0517638,675.3866190031043,1.8442332737538805
Dallas-Baltimore,airplane,Dallas,Baltimore,32.7762719,-96.7968559,39.290386,-76.61219,1948.815038884072,3.4360187986050894
Dallas-Louisville,airplane,Dallas,Louisville,32.7762719,-96.7968559,38.2542376,-85.759407,1168.7709000019397,2.4609636250024245
San Jose-New York,airplane,San Jose,New York,37.3361663,-121.890591,40.7127281,-74.0060152,4102.2908307104735,6.127863538388092
San Jose-Los Angeles,airplane,San Jose,Los Angeles,37.3361663,-121.890591,34.052235,-118.243683,491.64493775535,1.6145561721941877
San Jose-Chicago,airplane,San Jose,Chicago,37.3361663,-121.890591,41.8755616,-87.6244212,2958.4646588777546,4.698080823597193
San Jose-Houston,airplane,San Jose,Houston,37.3361663,-121.890591,29.7589382,-95.3676974,2587.964895341085,4.234956119176356
San Jose-Phoenix,airplane,San Jose,Phoenix,37.3361663,-121.890591,33.4484367,-112.074141,988.5648601587978,2.2357060751984976
San Jose-Philadelphia,airplane,San Jose,Philadelphia,37.3361663,-121.890591,39.9527237,-75.1635262,4022.073575564941,6.027591969456177
San Jose-San Antonio,airplane,San Jose,San Antonio,37.3361663,-121.890591,29.4246002,-98.4951405,2335.6976351183416,3.919622043897927
San Jose-San Diego,airplane,San Jose,San Diego,37.3361663,-121.890591,32.7174202,-117.162772,669.9316743749388,1.8374145929686736
San Jose-Dallas,airplane,San Jose,Dallas,37.3361663,-121.890591,32.7762719,-96.7968559,2332.289892429377,3.915362365536721
San Jose-Austin,airplane,San Jose,Austin,37.3361663,-121.890591,30.2711286,-97.7436995,2357.355905619804,3.9466948820247554
San Jose-Jacksonville,airplane,San Jose,Jacksonville,37.3361663,-121.890591,30.3321838,-81.655651,3767.6842135698607,5.709605266962326
San Jose-Fort Worth,airplane,San Jose,Fort Worth,37.3361663,-121.890591,32.753177,-97.3327459,2285.9776604288822,3.857472075536103
San Jose-Columbus,airplane,San Jose,Columbus,37.3361663,-121.890591,39.9622601,-83.0007065,3363.131735345679,5.203914669182098
San Jose-Charlotte,airplane,San Jose,Charlotte,37.3361663,-121.890591,35.2272086,-80.8430827,3657.885585020936,5.57235698127617
San Jose-San Francisco,airplane,San Jose,San Francisco,37.3361663,-121.890591,37.7792588,-122.4193286,67.82123910718074,1.084776548883976
San Jose-Indianapolis,airplane,San Jose,Indianapolis,37.3361663,-121.890591,39.7683331,-86.1583502,3098.3851275915285,4.872981409489411
San Jose-Seattle,airplane,San Jose,Seattle,37.3361663,-121.890591,47.6038321,-122.330062,1142.2758561523829,2.4278448201904785
San Jose-Denver,airplane,San Jose,Denver,37.3361663,-121.890591,39.7392364,-104.984862,1492.127583643348,2.865159479554185
San Jose-Washington,airplane,San Jose,Washington,37.3361663,-121.890591,38.8950368,-77.0365427,3888.003088108168,5.86000386013521
San Jose-Boston,airplane,San Jose,Boston,37.3361663,-121.890591,42.3554334,-71.060511,4310.447966257653,6.388059957822066
San Jose-El Paso,airplane,San Jose,El Paso,37.3361663,-121.890591,31.7601164,-106.4870404,1538.4914193763548,2.923114274220444
San Jose-Nashville,airplane,San Jose,Nashville,37.3361663,-121.890591,36.1622767,-86.7742984,3113.3902538362545,4.891737817295319
San Jose-Detroit,airplane,San Jose,Detroit,37.3361663,-121.890591,42.3315509,-83.0466403,3333.386279889348,5.166732849861685
San Jose-Oklahoma City,airplane,San Jose,Oklahoma City,37.3361663,-121.890591,35.4729886,-97.5170536,2185.038717699408,3.73129839712426
San Jose-Portland,airplane,San Jose,Portland,37.3361663,-121.890591,45.5202471,-122.674194,912.3569939166828,2.140446242395853
San Jose-Las Vegas,airplane,San Jose,Las Vegas,37.3361663,-121.890591,36.171697,-115.1463536,614.4943898834075,1.7681179873542594
San Jose-Memphis,airplane,San Jose,Memphis,37.3361663,-121.890591,35.1460249,-90.0517638,2852.2682460284705,4.565335307535588
San Jose-Baltimore,airplane,San Jose,Baltimore,37.3361663,-121.890591,39.290386,-76.61219,3914.945660023066,5.893682075028832
San Jose-Louisville,airplane,San Jose,Louisville,37.3361663,-121.890591,38.2542376,-85.759407,3156.073942430343,4.9450924280379285
Austin-New York,airplane,Austin,New York,30.2711286,-97.7436995,40.7127281,-74.0060152,2431.4034940662027,4.039254367582753
Austin-Los Angeles,airplane,Austin,Los Angeles,30.2711286,-97.7436995,34.052235,-118.243683,1971.3501690809303,3.4641877113511628
Austin-Chicago,airplane,Austin,Chicago,30.2711286,-97.7436995,41.8755616,-87.6244212,1576.0874104533052,2.9701092630666315
Austin-Houston,airplane,Austin,Houston,30.2711286,-97.7436995,29.7589382,-95.3676974,235.74602326424548,1.2946825290803068
Austin-Phoenix,airplane,Austin,Phoenix,30.2711286,-97.7436995,33.4484367,-112.074141,1397.4396007492896,2.746799500936612
Austin-Philadelphia,airplane,Austin,Philadelphia,30.2711286,-97.7436995,39.9527237,-75.1635262,2309.604060669149,3.887005075836436
Austin-San Antonio,airplane,Austin,San Antonio,30.2711286,-97.7436995,29.4246002,-98.4951405,118.79592661116268,1.1484949082639533
Austin-San Diego,airplane,Austin,San Diego,30.2711286,-97.7436995,32.7174202,-117.162772,1858.512052817841,3.3231400660223014
Austin-Dallas,airplane,Austin,Dallas,30.2711286,-97.7436995,32.7762719,-96.7968559,292.6549924618855,1.365818740577357
Austin-San Jose,airplane,Austin,San Jose,30.2711286,-97.7436995,37.3361663,-121.890591,2357.355905619804,3.9466948820247554
Austin-Jacksonville,airplane,Austin,Jacksonville,30.2711286,-97.7436995,30.3321838,-81.655651,1543.2261084578363,2.9290326355722955
Austin-Fort Worth,airplane,Austin,Fort Worth,30.2711286,-97.7436995,32.753177,-97.3327459,278.7261898796586,1.3484077373495733
Austin-Columbus,airplane,Austin,Columbus,30.2711286,-97.7436995,39.9622601,-83.0007065,1716.22469545559,3.145280869319487
Austin-Charlotte,airplane,Austin,Charlotte,30.2711286,-97.7436995,35.2272086,-80.8430827,1671.2296063590509,3.0890370079488134
Austin-San Francisco,airplane,Austin,San Francisco,30.2711286,-97.7436995,37.7792588,-122.4193286,2413.586034982324,4.016982543727904
Austin-Indianapolis,airplane,Austin,Indianapolis,30.2711286,-97.7436995,39.7683331,-86.1583502,1490.1973812003005,2.862746726500376
Austin-Seattle,airplane,Austin,Seattle,30.2711286,-97.7436995,47.6038321,-122.330062,2847.1417961251423,4.558927245156427
Austin-Denver,airplane,Austin,Denver,30.2711286,-97.7436995,39.7392364,-104.984862,1241.2612987966204,2.551576623495776
Austin-Washington,airplane,Austin,Washington,30.2711286,-97.7436995,38.8950368,-77.0365427,2117.538862538612,3.646923578173265
Austin-Boston,airplane,Austin,Boston,30.2711286,-97.7436995,42.3554334,-71.060511,2725.6425799836497,4.4070532249795615
Austin-El Paso,airplane,Austin,El Paso,30.2711286,-97.7436995,31.7601164,-106.4870404,849.2463569396405,2.061557946174551
Austin-Nashville,airplane,Austin,Nashville,30.2711286,-97.7436995,36.1622767,-86.7742984,1211.3447556325912,2.514180944540739
Austin-Detroit,airplane,Austin,Detroit,30.2711286,-97.7436995,42.3315509,-83.0466403,1874.273690056344,3.34284211257043
Austin-Oklahoma City,airplane,Austin,Oklahoma City,30.2711286,-97.7436995,35.4729886,-97.5170536,578.8069978096136,1.723508747262017
Austin-Portland,airplane,Austin,Portland,30.2711286,-97.7436995,45.5202471,-122.674194,2748.072900797005,4.435091125996256
Austin-Las Vegas,airplane,Austin,Las Vegas,30.2711286,-97.7436995,36.171697,-115.1463536,1743.4625774085152,3.179328221760644
Austin-Memphis,airplane,Austin,Memphis,30.2711286,-97.7436995,35.1460249,-90.0517638,900.4684578661827,2.1255855723327284
Austin-Baltimore,airplane,Austin,Baltimore,30.2711286,-97.7436995,39.290386,-76.61219,2167.409911521036,3.709262389401295
Austin-Louisville,airplane,Austin,Louisville,30.2711286,-97.7436995,38.2542376,-85.759407,1412.3823796378151,2.765477974547269
Jacksonville-New York,airplane,Jacksonville,New York,30.3321838,-81.655651,40.7127281,-74.0060152,1344.631100206445,2.680788875258056
Jacksonville-Los Angeles,airplane,Jacksonville,Los Angeles,30.3321838,-81.655651,34.052235,-118.243683,3449.42771248637,5.3117846406079625
Jacksonville-Chicago,airplane,Jacksonville,Chicago,30.3321838,-81.655651,41.8755616,-87.6244212,1390.131275816476,2.7376640947705946
Jacksonville-Houston,airplane,Jacksonville,Houston,30.3321838,-81.655651,29.7589382,-95.3676974,1320.566326780907,2.650707908476134
Jacksonville-Phoenix,airplane,Jacksonville,Phoenix,30.3321838,-81.655651,33.4484367,-112.074141,2882.383596856462,4.602979496070578
Jacksonville-Philadelphia,airplane,Jacksonville,Philadelphia,30.3321838,-81.655651,39.9527237,-75.1635262,1220.9325549221246,2.526165693652656
Jacksonville-San Antonio,airplane,Jacksonville,San Antonio,30.3321838,-81.655651,29.4246002,-98.4951405,1625.229613496473,3.031537016870591
Jacksonville-San Diego,airplane,Jacksonville,San Diego,30.3321838,-81.655651,32.7174202,-117.162772,3360.3472365044872,5.200434045630609
Jacksonville-Dallas,airplane,Jacksonville,Dallas,30.3321838,-81.655651,32.7762719,-96.7968559,1458.8497777079351,2.823562222134919
Jacksonville-San Jose,airplane,Jacksonville,San Jose,30.3321838,-81.655651,37.3361663,-121.890591,3767.6842135698607,5.709605266962326
Jacksonville-Austin,airplane,Jacksonville,Austin,30.3321838,-81.655651,30.2711286,-97.7436995,1543.2261084578363,2.9290326355722955
Jacksonville-Fort Worth,airplane,Jacksonville,Fort Worth,30.3321838,-81.655651,32.753177,-97.3327459,1508.3611330171184,2.885451416271398
Jacksonville-Columbus,airplane,Jacksonville,Columbus,30.3321838,-81.655651,39.9622601,-83.0007065,1077.735621314412,2.3471695266430155
Jacksonville-Charlotte,airplane,Jacksonville,Charlotte,30.3321838,-81.655651,35.2272086,-80.8430827,549.5702190127757,1.6869627737659698
Jacksonville-San Francisco,airplane,Jacksonville,San Francisco,30.3321838,-81.655651,37.7792588,-122.4193286,3814.26669272843,5.767833365910537
Jacksonville-Indianapolis,airplane,Jacksonville,Indianapolis,30.3321838,-81.655651,39.7683331,-86.1583502,1126.0372304218745,2.407546538027343
Jacksonville-Seattle,airplane,Jacksonville,Seattle,30.3321838,-81.655651,47.6038321,-122.330062,3945.152512088077,5.931440640110096
Jacksonville-Denver,airplane,Jacksonville,Denver,30.3321838,-81.655651,39.7392364,-104.984862,2357.910815526557,3.947388519408197
Jacksonville-Washington,airplane,Jacksonville,Washington,30.3321838,-81.655651,38.8950368,-77.0365427,1041.3578548151695,2.301697318518962
Jacksonville-Boston,airplane,Jacksonville,Boston,30.3321838,-81.655651,42.3554334,-71.060511,1636.5442165159716,3.0456802706449646
Jacksonville-El Paso,airplane,Jacksonville,El Paso,30.3321838,-81.655651,31.7601164,-106.4870404,2365.8154911216006,3.9572693639020007
Jacksonville-Nashville,airplane,Jacksonville,Nashville,30.3321838,-81.655651,36.1622767,-86.7742984,803.9574439420863,2.004946804927608
Jacksonville-Detroit,airplane,Jacksonville,Detroit,30.3321838,-81.655651,42.3315509,-83.0466403,1340.0184533605502,2.675023066700688
Jacksonville-Oklahoma City,airplane,Jacksonville,Oklahoma City,30.3321838,-81.655651,35.4729886,-97.5170536,1584.947366392476,2.9811842079905952
Jacksonville-Portland,airplane,Jacksonville,Portland,30.3321838,-81.655651,45.5202471,-122.674194,3920.031710080635,5.900039637600794
Jacksonville-Las Vegas,airplane,Jacksonville,Las Vegas,30.3321838,-81.655651,36.171697,-115.1463536,3164.8309747763587,4.956038718470449
Jacksonville-Memphis,airplane,Jacksonville,Memphis,30.3321838,-81.655651,35.1460249,-90.0517638,949.773602459756,2.187217003074695
Jacksonville-Baltimore,airplane,Jacksonville,Baltimore,30.3321838,-81.655651,39.290386,-76.61219,1096.873788365639,2.3710922354570485
Jacksonville-Louisville,airplane,Jacksonville,Louisville,30.3321838,-81.655651,38.2542376,-85.759407,957.8791982544068,2.1973489978180085
Fort Worth-New York,airplane,Fort Worth,New York,32.753177,-97.3327459,40.7127281,-74.0060152,2250.4348636232,3.813043579529
Fort Worth-Los Angeles,airplane,Fort Worth,Los Angeles,32.753177,-97.3327459,34.052235,-118.243683,1943.1060139193476,3.428882517399184
Fort Worth-Chicago,airplane,Fort Worth,Chicago,32.753177,-97.3327459,41.8755616,-87.6244212,1327.077469869317,2.658846837336646
Fort Worth-Houston,airplane,Fort Worth,Houston,32.753177,-97.3327459,29.7589382,-95.3676974,381.7386227237998,1.4771732784047498
Fort Worth-Phoenix,airplane,Fort Worth,Phoenix,32.753177,-97.3327459,33.4484367,-112.074141,1374.1720563629808,2.717715070453726
Fort Worth-Philadelphia,airplane,Fort Worth,Philadelphia,32.753177,-97.3327459,39.9527237,-75.1635262,2133.408674216869,3.666760842771086
Fort Worth-San Antonio,airplane,Fort Worth,San Antonio,32.753177,-97.3327459,29.4246002,-98.4951405,386.3079759797456,1.482884969974682
Fort Worth-San Diego,airplane,Fort Worth,San Diego,32.753177,-97.3327459,32.7174202,-117.162772,1852.0708671704567,3.3150885839630715
Fort Worth-Dallas,airplane,Fort Worth,Dallas,32.753177,-97.3327459,32.7762719,-96.7968559,50.17346532253081,1.0627168316531634
Fort Worth-San Jose,airplane,Fort Worth,San Jose,32.753177,-97.3327459,37.3361663,-121.890591,2285.9776604288822,3.857472075536103
Fort Worth-Austin,airplane,Fort Worth,Austin,32.753177,-97.3327459,30.2711286,-97.7436995,278.7261898796586,1.3484077373495733
Fort Worth-Jacksonville,airplane,Fort Worth,Jacksonville,32.753177,-97.3327459,30.3321838,-81.655651,1508.3611330171184,2.885451416271398
Fort Worth-Columbus,airplane,Fort Worth,Columbus,32.753177,-97.3327459,39.9622601,-83.0007065,1510.297999783924,2.887872499729905
Fort Worth-Charlotte,airplane,Fort Worth,Charlotte,32.753177,-97.3327459,35.2272086,-80.8430827,1543.063483036442,2.9288293537955523
Fort Worth-San Francisco,airplane,Fort Worth,San Francisco,32.753177,-97.3327459,37.7792588,-122.4193286,2337.389933872826,3.9217374173410326
Fort Worth-Indianapolis,airplane,Fort Worth,Indianapolis,32.753177,-97.3327459,39.7683331,-86.1583502,1268.022522843886,2.5850281535548576
Fort Worth-Seattle,airplane,Fort Worth,Seattle,32.753177,-97.3327459,47.6038321,-122.330062,2669.703979882441,4.337129974853052
Fort Worth-Denver,airplane,Fort Worth,Denver,32.753177,-97.3327459,39.7392364,-104.984862,1035.6472578964974,2.294559072370622
Fort Worth-Washington,airplane,Fort Worth,Washington,32.753177,-97.3327459,38.8950368,-77.0365427,1947.9649585278569,3.434956198159821
Fort Worth-Boston,airplane,Fort Worth,Boston,32.753177,-97.3327459,42.3554334,-71.060511,2536.44100306558,4.170551253831976
Fort Worth-El Paso,airplane,Fort Worth,El Paso,32.753177,-97.3327459,31.7601164,-106.4870404,867.5836556831812,2.0844795696039764
Fort Worth-Nashville,airplane,Fort Worth,Nashville,32.753177,-97.3327459,36.1622767,-86.7742984,1038.8958982274658,2.2986198727843323
Fort Worth-Detroit,airplane,Fort Worth,Detroit,32.753177,-97.3327459,42.3315509,-83.0466403,1645.4588464757185,3.056823558094648
Fort Worth-Oklahoma City,airplane,Fort Worth,Oklahoma City,32.753177,-97.3327459,35.4729886,-97.5170536,302.9046495781922,1.3786308119727404
Fort Worth-Portland,airplane,Fort Worth,Portland,32.753177,-97.3327459,45.5202471,-122.674194,2588.785587713534,4.235981984641917
Fort Worth-Las Vegas,airplane,Fort Worth,Las Vegas,32.753177,-97.3327459,36.171697,-115.1463536,1674.169278531655,3.0927115981645685
Fort Worth-Memphis,airplane,Fort Worth,Memphis,32.753177,-97.3327459,35.1460249,-90.0517638,722.1415423460039,1.9026769279325049
Fort Worth-Baltimore,airplane,Fort Worth,Baltimore,32.753177,-97.3327459,39.290386,-76.61219,1994.490907916584,3.49311363489573
Fort Worth-Louisville,airplane,Fort Worth,Louisville,32.753177,-97.3327459,38.2542376,-85.759407,1211.7376615617077,2.5146720769521345
Columbus-New York,airplane,Columbus,New York,39.9622601,-83.0007065,40.7127281,-74.0060152,766.5798037434105,1.958224754679263
Columbus-Los Angeles,airplane,Columbus,Los Angeles,39.9622601,-83.0007065,34.052235,-118.243683,3176.0877494288093,4.970109686786012
Columbus-Chicago,airplane,Columbus,Chicago,39.9622601,-83.0007065,41.8755616,-87.6244212,442.8460763760255,1.553557595470032
Columbus-Houston,airplane,Columbus,Houston,39.9622601,-83.0007065,29.7589382,-95.3676974,1597.0405977694872,2.9963007472118592
Columbus-Phoenix,airplane,Columbus,Phoenix,39.9622601,-83.0007065,33.4484367,-112.074141,2677.793399392675,4.347241749240844
Columbus-Philadelphia,airplane,Columbus,Philadelphia,39.9622601,-83.0007065,39.9527237,-75.1635262,667.7742659531192,1.8347178324413989
Columbus-San Antonio,airplane,Columbus,San Antonio,39.9622601,-83.0007065,29.4246002,-98.4951405,1833.5414485444471,3.291926810680559
Columbus-San Diego,airplane,Columbus,San Diego,39.9622601,-83.0007065,32.7174202,-117.162772,3143.1974444504367,4.928996805563045
Columbus-Dallas,airplane,Columbus,Dallas,39.9622601,-83.0007065,32.7762719,-96.7968559,1468.4828544364373,2.8356035680455465
Columbus-San Jose,airplane,Columbus,San Jose,39.9622601,-83.0007065,37.3361663,-121.890591,3363.131735345679,5.203914669182098
Columbus-Austin,airplane,Columbus,Austin,39.9622601,-83.0007065,30.2711286,-97.7436995,1716.22469545559,3.145280869319487
Columbus-Jacksonville,airplane,Columbus,Jacksonville,39.9622601,-83.0007065,30.3321838,-81.655651,1077.735621314412,2.3471695266430155
Columbus-Fort Worth,airplane,Columbus,Fort Worth,39.9622601,-83.0007065,32.753177,-97.3327459,1510.297999783924,2.887872499729905
Columbus-Charlotte,airplane,Columbus,Charlotte,39.9622601,-83.0007065,35.2272086,-80.8430827,559.727447508369,1.6996593093854613
Columbus-San Francisco,airplane,Columbus,San Francisco,39.9622601,-83.0007065,37.7792588,-122.4193286,3393.421947804576,5.241777434755719
Columbus-Indianapolis,airplane,Columbus,Indianapolis,39.9622601,-83.0007065,39.7683331,-86.1583502,270.34571564217106,1.3379321445527137
Columbus-Seattle,airplane,Columbus,Seattle,39.9622601,-83.0007065,47.6038321,-122.330062,3231.8203484075657,5.0397754355094575
Columbus-Denver,airplane,Columbus,Denver,39.9622601,-83.0007065,39.7392364,-104.984862,1872.0986883697528,3.340123360462191
Columbus-Washington,airplane,Columbus,Washington,39.9622601,-83.0007065,38.8950368,-77.0365427,525.7077956828715,1.6571347446035891
Columbus-Boston,airplane,Columbus,Boston,39.9622601,-83.0007065,42.3554334,-71.060511,1033.425577394961,2.2917819717437014
Columbus-El Paso,airplane,Columbus,El Paso,39.9622601,-83.0007065,31.7601164,-106.4870404,2295.6498379243835,3.86956229740548
Columbus-Nashville,airplane,Columbus,Nashville,39.9622601,-83.0007065,36.1622767,-86.7742984,536.2424362520418,1.6703030453150522
Columbus-Detroit,airplane,Columbus,Detroit,39.9622601,-83.0007065,42.3315509,-83.0466403,263.48117706781267,1.3293514713347658
Columbus-Oklahoma City,airplane,Columbus,Oklahoma City,39.9622601,-83.0007065,35.4729886,-97.5170536,1368.9088882269266,2.7111361102836584
Columbus-Portland,airplane,Columbus,Portland,39.9622601,-83.0007065,45.5202471,-122.674194,3263.884358636247,5.079855448295309
Columbus-Las Vegas,airplane,Columbus,Las Vegas,39.9622601,-83.0007065,36.171697,-115.1463536,2829.925949125101,4.537407436406376
Columbus-Memphis,airplane,Columbus,Memphis,39.9622601,-83.0007065,35.1460249,-90.0517638,819.9645814170126,2.0249557267712657
Columbus-Baltimore,airplane,Columbus,Baltimore,39.9622601,-83.0007065,39.290386,-76.61219,552.0950632426462,1.6901188290533078
Columbus-Louisville,airplane,Columbus,Louisville,39.9622601,-83.0007065,38.2542376,-85.759407,304.484712197608,1.38060589024701
Charlotte-New York,airplane,Charlotte,New York,35.2272086,-80.8430827,40.7127281,-74.0060152,854.5819071119246,2.068227383889906
Charlotte-Los Angeles,airplane,Charlotte,Los Angeles,35.2272086,-80.8430827,34.052235,-118.243683,3403.7760891687494,5.254720111460937
Charlotte-Chicago,airplane,Charlotte,Chicago,35.2272086,-80.8430827,41.8755616,-87.6244212,944.9705820796188,2.1812132275995237
Charlotte-Houston,airplane,Charlotte,Houston,35.2272086,-80.8430827,29.7589382,-95.3676974,1489.764103561736,2.86220512945217
Charlotte-Phoenix,airplane,Charlotte,Phoenix,35.2272086,-80.8430827,33.4484367,-112.074141,2862.5771650083752,4.578221456260469
Charlotte-Philadelphia,airplane,Charlotte,Philadelphia,35.2272086,-80.8430827,39.9527237,-75.1635262,725.2991645033412,1.9066239556291764
