route_name,type,origin,destination,olat,olon,dlat,dlon,distance,time
Charlotte-San Antonio,airplane,Charlotte,San Antonio,35.2272086,-80.8430827,29.4246002,-98.4951405,1776.4829173333906,3.220603646666738
Charlotte-San Diego,airplane,Charlotte,San Diego,35.2272086,-80.8430827,32.7174202,-117.162772,3342.270303516129,5.177837879395161
Charlotte-Dallas,airplane,Charlotte,Dallas,35.2272086,-80.8430827,32.7762719,-96.7968559,1493.9738349507788,2.867467293688473
Charlotte-San Jose,airplane,Charlotte,San Jose,35.2272086,-80.8430827,37.3361663,-121.890591,3657.885585020936,5.57235698127617
Charlotte-Austin,airplane,Charlotte,Austin,35.2272086,-80.8430827,30.2711286,-97.7436995,1671.2296063590509,3.0890370079488134
Charlotte-Jacksonville,airplane,Charlotte,Jacksonville,35.2272086,-80.8430827,30.3321838,-81.655651,549.5702190127757,1.6869627737659698
Charlotte-Fort Worth,airplane,Charlotte,Fort Worth,35.2272086,-80.8430827,32.753177,-97.3327459,1543.063483036442,2.9288293537955523
Charlotte-Columbus,airplane,Charlotte,Columbus,35.2272086,-80.8430827,39.9622601,-83.0007065,559.727447508369,1.6996593093854613
Charlotte-San Francisco,airplane,Charlotte,San Francisco,35.2272086,-80.8430827,37.7792588,-122.4193286,3696.428589203109,5.620535736503886
Charlotte-Indianapolis,airplane,Charlotte,Indianapolis,35.2272086,-80.8430827,39.7683331,-86.1583502,688.8209846434945,1.861026230804368
Charlotte-Seattle,airplane,Charlotte,Seattle,35.2272086,-80.8430827,47.6038321,-122.330062,3670.5722394540953,5.58821529931762
Charlotte-Denver,airplane,Charlotte,Denver,35.2272086,-80.8430827,39.7392364,-104.984862,2181.2501860406846,3.726562732550856
Charlotte-Washington,airplane,Charlotte,Washington,35.2272086,-80.8430827,38.8950368,-77.0365427,529.4344574838449,1.661793071854806
Charlotte-Boston,airplane,Charlotte,Boston,35.2272086,-80.8430827,42.3554334,-71.060511,1159.171647650336,2.44896455956292
Charlotte-El Paso,airplane,Charlotte,El Paso,35.2272086,-80.8430827,31.7601164,-106.4870404,2402.150534689428,4.002688168361784
Charlotte-Nashville,airplane,Charlotte,Nashville,35.2272086,-80.8430827,36.1622767,-86.7742984,545.5251483360696,1.681906435420087
Charlotte-Detroit,airplane,Charlotte,Detroit,35.2272086,-80.8430827,42.3315509,-83.0466403,812.646313548856,2.01580789193607
Charlotte-Oklahoma City,airplane,Charlotte,Oklahoma City,35.2272086,-80.8430827,35.4729886,-97.5170536,1510.6800189485243,2.888350023685656
Charlotte-Portland,airplane,Charlotte,Portland,35.2272086,-80.8430827,45.5202471,-122.674194,3676.9935993956137,5.596241999244517
Charlotte-Las Vegas,airplane,Charlotte,Las Vegas,35.2272086,-80.8430827,36.171697,-115.1463536,3083.183246910637,4.853979058638297
Charlotte-Memphis,airplane,Charlotte,Memphis,35.2272086,-80.8430827,35.1460249,-90.0517638,836.6093653805212,2.0457617067256515
Charlotte-Baltimore,airplane,Charlotte,Baltimore,35.2272086,-80.8430827,39.290386,-76.61219,586.6408475799824,1.733301059474978
Charlotte-Louisville,airplane,Charlotte,Louisville,35.2272086,-80.8430827,38.2542376,-85.759407,552.3051286470117,1.6903814108087647
San Francisco-New York,airplane,San Francisco,New York,37.7792588,-122.4193286,40.7127281,-74.0060152,4128.914158000971,6.161142697501214
San Francisco-Los Angeles,airplane,San Francisco,Los Angeles,37.7792588,-122.4193286,34.052235,-118.243683,559.4660396343112,1.699332549542889
San Francisco-Chicago,airplane,San Francisco,Chicago,37.7792588,-122.4193286,41.8755616,-87.6244212,2985.196539876507,4.731495674845634
San Francisco-Houston,airplane,San Francisco,Houston,37.7792588,-122.4193286,29.7589382,-95.3676974,2643.3920083371177,4.304240010421397
San Francisco-Phoenix,airplane,San Francisco,Phoenix,37.7792588,-122.4193286,33.4484367,-112.074141,1050.9952824728152,2.313744103091019
San Francisco-Philadelphia,airplane,San Francisco,Philadelphia,37.7792588,-122.4193286,39.9527237,-75.1635262,4050.364908119653,6.062956135149566
San Francisco-San Antonio,airplane,San Francisco,San Antonio,37.7792588,-122.4193286,29.4246002,-98.4951405,2393.7673003648247,3.992209125456031
San Francisco-San Diego,airplane,San Francisco,San Diego,37.7792588,-122.4193286,32.7174202,-117.162772,737.7191791613614,1.9221489739517017
San Francisco-Dallas,airplane,San Francisco,Dallas,37.7792588,-122.4193286,32.7762719,-96.7968559,2383.31749570999,3.979146869637488
San Francisco-San Jose,airplane,San Francisco,San Jose,37.7792588,-122.4193286,37.3361663,-121.890591,67.82123910718074,1.084776548883976
San Francisco-Austin,airplane,San Francisco,Austin,37.7792588,-122.4193286,30.2711286,-97.7436995,2413.586034982324,4.016982543727904
San Francisco-Jacksonville,airplane,San Francisco,Jacksonville,37.7792588,-122.4193286,30.3321838,-81.655651,3814.26669272843,5.767833365910537
San Francisco-Fort Worth,airplane,San Francisco,Fort Worth,37.7792588,-122.4193286,32.753177,-97.3327459,2337.389933872826,3.9217374173410326
San Francisco-Columbus,airplane,San Francisco,Columbus,37.7792588,-122.4193286,39.9622601,-83.0007065,3393.421947804576,5.241777434755719
San Francisco-Charlotte,airplane,San Francisco,Charlotte,37.7792588,-122.4193286,35.2272086,-80.8430827,3696.428589203109,5.620535736503886
San Francisco-Indianapolis,airplane,San Francisco,Indianapolis,37.7792588,-122.4193286,39.7683331,-86.1583502,3129.790058166004,4.912237572707505
San Francisco-Seattle,airplane,San Francisco,Seattle,37.7792588,-122.4193286,47.6038321,-122.330062,1092.4668565558095,2.365583570694762
San Francisco-Denver,airplane,San Francisco,Denver,37.7792588,-122.4193286,39.7392364,-104.984862,1524.84761723578,2.906059521544725
San Francisco-Washington,airplane,San Francisco,Washington,37.7792588,-122.4193286,38.8950368,-77.0365427,3918.734106966189,5.898417633707736
San Francisco-Boston,airplane,San Francisco,Boston,37.7792588,-122.4193286,42.3554334,-71.060511,4333.436077712502,6.416795097140628
San Francisco-El Paso,airplane,San Francisco,El Paso,37.7792588,-122.4193286,31.7601164,-106.4870404,1598.9228632850352,2.998653579106294
San Francisco-Nashville,airplane,San Francisco,Nashville,37.7792588,-122.4193286,36.1622767,-86.7742984,3152.589000977885,4.940736251222356
San Francisco-Detroit,airplane,San Francisco,Detroit,37.7792588,-122.4193286,42.3315509,-83.0466403,3358.6342546652872,5.198292818331609
San Francisco-Oklahoma City,airplane,San Francisco,Oklahoma City,37.7792588,-122.4193286,35.4729886,-97.5170536,2230.349015384485,3.7879362692306064
San Francisco-Portland,airplane,San Francisco,Portland,37.7792588,-122.4193286,45.5202471,-122.674194,861.0177315755561,2.076272164469445
San Francisco-Las Vegas,airplane,San Francisco,Las Vegas,37.7792588,-122.4193286,36.171697,-115.1463536,670.1446341794781,1.837680792724348
San Francisco-Memphis,airplane,San Francisco,Memphis,37.7792588,-122.4193286,35.1460249,-90.0517638,2894.8728899059656,4.6185911123824575
San Francisco-Baltimore,airplane,San Francisco,Baltimore,37.7792588,-122.4193286,39.290386,-76.61219,3944.839631219525,5.931049539024405
San Francisco-Louisville,airplane,San Francisco,Louisville,37.7792588,-122.4193286,38.2542376,-85.759407,3190.646106930636,4.988307633663295
Indianapolis-New York,airplane,Indianapolis,New York,39.7683331,-86.1583502,40.7127281,-74.0060152,1035.9739945174624,2.294967493146828
Indianapolis-Los Angeles,airplane,Indianapolis,Los Angeles,39.7683331,-86.1583502,34.052235,-118.243683,2906.1205119900387,4.632650639987548
Indianapolis-Chicago,airplane,Indianapolis,Chicago,39.7683331,-86.1583502,41.8755616,-87.6244212,264.79325454742974,1.3309915681842872
Indianapolis-Houston,airplane,Indianapolis,Houston,39.7683331,-86.1583502,29.7589382,-95.3676974,1393.39816979859,2.741747712248237
Indianapolis-Phoenix,airplane,Indianapolis,Phoenix,39.7683331,-86.1583502,33.4484367,-112.074141,2407.830379817404,4.009787974771754
Indianapolis-Philadelphia,airplane,Indianapolis,Philadelphia,39.7683331,-86.1583502,39.9527237,-75.1635262,938.0822795317312,2.1726028494146643
Indianapolis-San Antonio,airplane,Indianapolis,San Antonio,39.7683331,-86.1583502,29.4246002,-98.4951405,1608.727813840984,3.01090976730123
Indianapolis-San Diego,airplane,Indianapolis,San Diego,39.7683331,-86.1583502,32.7174202,-117.162772,2872.859553377825,4.591074441722281
Indianapolis-Dallas,airplane,Indianapolis,Dallas,39.7683331,-86.1583502,32.7762719,-96.7968559,1228.888793744574,2.536110992180718
Indianapolis-San Jose,airplane,Indianapolis,San Jose,39.7683331,-86.1583502,37.3361663,-121.890591,3098.3851275915285,4.872981409489411
Indianapolis-Austin,airplane,Indianapolis,Austin,39.7683331,-86.1583502,30.2711286,-97.7436995,1490.1973812003005,2.862746726500376
Indianapolis-Jacksonville,airplane,Indianapolis,Jacksonville,39.7683331,-86.1583502,30.3321838,-81.655651,1126.0372304218745,2.407546538027343
Indianapolis-Fort Worth,airplane,Indianapolis,Fort Worth,39.7683331,-86.1583502,32.753177,-97.3327459,1268.022522843886,2.5850281535548576
Indianapolis-Columbus,airplane,Indianapolis,Columbus,39.7683331,-86.1583502,39.9622601,-83.0007065,270.34571564217106,1.3379321445527137
Indianapolis-Charlotte,airplane,Indianapolis,Charlotte,39.7683331,-86.1583502,35.2272086,-80.8430827,688.8209846434945,1.861026230804368
Indianapolis-San Francisco,airplane,Indianapolis,San Francisco,39.7683331,-86.1583502,37.7792588,-122.4193286,3129.790058166004,4.912237572707505
Indianapolis-Seattle,airplane,Indianapolis,Seattle,39.7683331,-86.1583502,47.6038321,-122.330062,3005.571129334541,4.756963911668176
Indianapolis-Denver,airplane,Indianapolis,Denver,39.7683331,-86.1583502,39.7392364,-104.984862,1606.4397631192476,3.00804970389906
Indianapolis-Washington,airplane,Indianapolis,Washington,39.7683331,-86.1583502,38.8950368,-77.0365427,790.1829446486721,1.98772868081084
Indianapolis-Boston,airplane,Indianapolis,Boston,39.7683331,-86.1583502,42.3554334,-71.060511,1296.2050027779576,2.620256253472447
Indianapolis-El Paso,airplane,Indianapolis,El Paso,39.7683331,-86.1583502,31.7601164,-106.4870404,2032.494150756775,3.540617688445969
Indianapolis-Nashville,airplane,Indianapolis,Nashville,39.7683331,-86.1583502,36.1622767,-86.7742984,404.59114748962384,1.5057389343620298
Indianapolis-Detroit,airplane,Indianapolis,Detroit,39.7683331,-86.1583502,42.3315509,-83.0466403,386.3650456746432,1.4829563070933038
Indianapolis-Oklahoma City,airplane,Indianapolis,Oklahoma City,39.7683331,-86.1583502,35.4729886,-97.5170536,1107.433336957548,2.384291671196934
Indianapolis-Portland,airplane,Indianapolis,Portland,39.7683331,-86.1583502,45.5202471,-122.674194,3026.911230656436,4.783639038320546
Indianapolis-Las Vegas,airplane,Indianapolis,Las Vegas,39.7683331,-86.1583502,36.171697,-115.1463536,2560.871355133349,4.201089193916687
Indianapolis-Memphis,airplane,Indianapolis,Memphis,39.7683331,-86.1583502,35.1460249,-90.0517638,618.1279449676318,1.7726599312095397
Indianapolis-Baltimore,airplane,Indianapolis,Baltimore,39.7683331,-86.1583502,39.290386,-76.61219,820.0539947593594,2.0250674934491992
Indianapolis-Louisville,airplane,Indianapolis,Louisville,39.7683331,-86.1583502,38.2542376,-85.759407,171.85141786560578,1.2148142723320072
Seattle-New York,airplane,Seattle,New York,47.6038321,-122.330062,40.7127281,-74.0060152,3865.4104591266855,5.831763073908357
Seattle-Los Angeles,airplane,Seattle,Los Angeles,47.6038321,-122.330062,34.052235,-118.243683,1545.0093698540488,2.931261712317561
Seattle-Chicago,airplane,Seattle,Chicago,47.6038321,-122.330062,41.8755616,-87.6244212,2789.2262566964505,4.486532820870563
Seattle-Houston,airplane,Seattle,Houston,47.6038321,-122.330062,29.7589382,-95.3676974,3040.490039884951,4.800612549856188
Seattle-Phoenix,airplane,Seattle,Phoenix,47.6038321,-122.330062,33.4484367,-112.074141,1793.2668754781166,3.2415835943476456
Seattle-Philadelphia,airplane,Seattle,Philadelphia,47.6038321,-122.330062,39.9527237,-75.1635262,3819.243491665566,5.774054364581958
Seattle-San Antonio,airplane,Seattle,San Antonio,47.6038321,-122.330062,29.4246002,-98.4951405,2873.514037672669,4.591892547090836
Seattle-San Diego,airplane,Seattle,San Diego,47.6038321,-122.330062,32.7174202,-117.162772,1711.533441557164,3.139416801946455
Seattle-Dallas,airplane,Seattle,Dallas,47.6038321,-122.330062,32.7762719,-96.7968559,2703.1104780685405,4.378888097585675
Seattle-San Jose,airplane,Seattle,San Jose,47.6038321,-122.330062,37.3361663,-121.890591,1142.2758561523829,2.4278448201904785
Seattle-Austin,airplane,Seattle,Austin,47.6038321,-122.330062,30.2711286,-97.7436995,2847.1417961251423,4.558927245156427
Seattle-Jacksonville,airplane,Seattle,Jacksonville,47.6038321,-122.330062,30.3321838,-81.655651,3945.152512088077,5.931440640110096
Seattle-Fort Worth,airplane,Seattle,Fort Worth,47.6038321,-122.330062,32.753177,-97.3327459,2669.703979882441,4.337129974853052
Seattle-Columbus,airplane,Seattle,Columbus,47.6038321,-122.330062,39.9622601,-83.0007065,3231.8203484075657,5.0397754355094575
Seattle-Charlotte,airplane,Seattle,Charlotte,47.6038321,-122.330062,35.2272086,-80.8430827,3670.5722394540953,5.58821529931762
Seattle-San Francisco,airplane,Seattle,San Francisco,47.6038321,-122.330062,37.7792588,-122.4193286,1092.4668565558095,2.365583570694762
Seattle-Indianapolis,airplane,Seattle,Indianapolis,47.6038321,-122.330062,39.7683331,-86.1583502,3005.571129334541,4.756963911668176
Seattle-Denver,airplane,Seattle,Denver,47.6038321,-122.330062,39.7392364,-104.984862,1640.8484514239706,3.0510605642799637
Seattle-Washington,airplane,Seattle,Washington,47.6038321,-122.330062,38.8950368,-77.0365427,3736.814863135331,5.671018578919163
Seattle-Boston,airplane,Seattle,Boston,47.6038321,-122.330062,42.3554334,-71.060511,4000.081257632008,6.00010157204001
Seattle-El Paso,airplane,Seattle,El Paso,47.6038321,-122.330062,31.7601164,-106.4870404,2213.8188052497844,3.767273506562231
Seattle-Nashville,airplane,Seattle,Nashville,47.6038321,-122.330062,36.1622767,-86.7742984,3171.5249875552654,4.964406234444082
Seattle-Detroit,airplane,Seattle,Detroit,47.6038321,-122.330062,42.3315509,-83.0466403,3110.960104479941,4.888700130599927
Seattle-Oklahoma City,airplane,Seattle,Oklahoma City,47.6038321,-122.330062,35.4729886,-97.5170536,2449.7842989919804,4.062230373739975
Seattle-Portland,airplane,Seattle,Portland,47.6038321,-122.330062,45.5202471,-122.674194,233.17249807282167,1.291465622591027
Seattle-Las Vegas,airplane,Seattle,Las Vegas,47.6038321,-122.330062,36.171697,-115.1463536,1401.9065882379552,2.752383235297444
Seattle-Memphis,airplane,Seattle,Memphis,47.6038321,-122.330062,35.1460249,-90.0517638,2998.7720410231127,4.748465051278891
Seattle-Baltimore,airplane,Seattle,Baltimore,47.6038321,-122.330062,39.290386,-76.61219,3746.768722593896,5.68346090324237
Seattle-Louisville,airplane,Seattle,Louisville,47.6038321,-122.330062,38.2542376,-85.759407,3119.8709290178244,4.89983866127228
Denver-New York,airplane,Denver,New York,39.7392364,-104.984862,40.7127281,-74.0060152,2618.600328296963,4.273250410371205
Denver-Los Angeles,airplane,Denver,Los Angeles,39.7392364,-104.984862,34.052235,-118.243683,1335.9392108488578,2.669924013561072
Denver-Chicago,airplane,Denver,Chicago,39.7392364,-104.984862,41.8755616,-87.6244212,1477.680915780411,2.8471011447255137
Denver-Houston,airplane,Denver,Houston,39.7392364,-104.984862,29.7589382,-95.3676974,1413.5918683529349,2.7669898354411684
Denver-Phoenix,airplane,Denver,Phoenix,39.7392364,-104.984862,33.4484367,-112.074141,942.66932699033,2.1783366587379125
Denver-Philadelphia,airplane,Denver,Philadelphia,39.7392364,-104.984862,39.9527237,-75.1635262,2534.045121966819,4.167556402458524
Denver-San Antonio,airplane,Denver,San Antonio,39.7392364,-104.984862,29.4246002,-98.4951405,1290.7383200279326,2.613422900034916
Denver-San Diego,airplane,Denver,San Diego,39.7392364,-104.984862,32.7174202,-117.162772,1340.647597942778,2.6758094974284727
Denver-Dallas,airplane,Denver,Dallas,39.7392364,-104.984862,32.7762719,-96.7968559,1066.021087118413,2.3325263588980163
Denver-San Jose,airplane,Denver,San Jose,39.7392364,-104.984862,37.3361663,-121.890591,1492.127583643348,2.865159479554185
Denver-Austin,airplane,Denver,Austin,39.7392364,-104.984862,30.2711286,-97.7436995,1241.2612987966204,2.551576623495776
Denver-Jacksonville,airplane,Denver,Jacksonville,39.7392364,-104.984862,30.3321838,-81.655651,2357.910815526557,3.947388519408197
Denver-Fort Worth,airplane,Denver,Fort Worth,39.7392364,-104.984862,32.753177,-97.3327459,1035.6472578964974,2.294559072370622
Denver-Columbus,airplane,Denver,Columbus,39.7392364,-104.984862,39.9622601,-83.0007065,1872.0986883697528,3.340123360462191
Denver-Charlotte,airplane,Denver,Charlotte,39.7392364,-104.984862,35.2272086,-80.8430827,2181.2501860406846,3.726562732550856
Denver-San Francisco,airplane,Denver,San Francisco,39.7392364,-104.984862,37.7792588,-122.4193286,1524.84761723578,2.906059521544725
Denver-Indianapolis,airplane,Denver,Indianapolis,39.7392364,-104.984862,39.7683331,-86.1583502,1606.4397631192476,3.00804970389906
Denver-Seattle,airplane,Denver,Seattle,39.7392364,-104.984862,47.6038321,-122.330062,1640.8484514239706,3.0510605642799637
Denver-Washington,airplane,Denver,Washington,39.7392364,-104.984862,38.8950368,-77.0365427,2396.3611547269647,3.995451443408706
Denver-Boston,airplane,Denver,Boston,39.7392364,-104.984862,42.3554334,-71.060511,2840.754548291599,4.550943185364499
Denver-El Paso,airplane,Denver,El Paso,39.7392364,-104.984862,31.7601164,-106.4870404,897.4916556313908,2.1218645695392384
Denver-Nashville,airplane,Denver,Nashville,39.7392364,-104.984862,36.1622767,-86.7742984,1642.3303973999348,3.0529129967499187
Denver-Detroit,airplane,Denver,Detroit,39.7392364,-104.984862,42.3315509,-83.0466403,1857.1733559884217,3.321466694985527
Denver-Oklahoma City,airplane,Denver,Oklahoma City,39.7392364,-104.984862,35.4729886,-97.5170536,810.569271557594,2.0132115894469926
Denver-Portland,airplane,Denver,Portland,39.7392364,-104.984862,45.5202471,-122.674194,1579.115942043495,2.973894927554368
Denver-Las Vegas,airplane,Denver,Las Vegas,39.7392364,-104.984862,36.171697,-115.1463536,974.468007864999,2.218085009831249
Denver-Memphis,airplane,Denver,Memphis,39.7392364,-104.984862,35.1460249,-90.0517638,1411.636501686358,2.7645456271079474
Denver-Baltimore,airplane,Denver,Baltimore,39.7392364,-104.984862,39.290386,-76.61219,2424.1687139299625,4.030210892412454
Denver-Louisville,airplane,Denver,Louisville,39.7392364,-104.984862,38.2542376,-85.759407,1666.395516822868,3.082994396028585
Washington-New York,airplane,Washington,New York,38.8950368,-77.0365427,40.7127281,-74.0060152,328.40120387308264,1.4105015048413532
Washington-Los Angeles,airplane,Washington,Los Angeles,38.8950368,-77.0365427,34.052235,-118.243683,3692.13883437104,5.6151735429638
Washington-Chicago,airplane,Washington,Chicago,38.8950368,-77.0365427,41.8755616,-87.6244212,955.2463952646764,2.1940579940808456
Washington-Houston,airplane,Washington,Houston,38.8950368,-77.0365427,29.7589382,-95.3676974,1960.4658709245875,3.450582338655734
Washington-Phoenix,airplane,Washington,Phoenix,38.8950368,-77.0365427,33.4484367,-112.074141,3182.6316089735424,4.9782895112169285
Washington-Philadelphia,airplane,Washington,Philadelphia,38.8950368,-77.0365427,39.9527237,-75.1635262,199.2783390746096,1.249097923843262
Washington-San Antonio,airplane,Washington,San Antonio,38.8950368,-77.0365427,29.4246002,-98.4951405,2229.7126471404954,3.7871408089256193
Washington-San Diego,airplane,Washington,San Diego,38.8950368,-77.0365427,32.7174202,-117.162772,3653.07384719208,5.566342308990101
Washington-Dallas,airplane,Washington,Dallas,38.8950368,-77.0365427,32.7762719,-96.7968559,1901.938026156536,3.37742253269567
Washington-San Jose,airplane,Washington,San Jose,38.8950368,-77.0365427,37.3361663,-121.890591,3888.003088108168,5.86000386013521
Washington-Austin,airplane,Washington,Austin,38.8950368,-77.0365427,30.2711286,-97.7436995,2117.538862538612,3.646923578173265
Washington-Jacksonville,airplane,Washington,Jacksonville,38.8950368,-77.0365427,30.3321838,-81.655651,1041.3578548151695,2.301697318518962
Washington-Fort Worth,airplane,Washington,Fort Worth,38.8950368,-77.0365427,32.753177,-97.3327459,1947.9649585278569,3.434956198159821
Washington-Columbus,airplane,Washington,Columbus,38.8950368,-77.0365427,39.9622601,-83.0007065,525.7077956828715,1.6571347446035891
Washington-Charlotte,airplane,Washington,Charlotte,38.8950368,-77.0365427,35.2272086,-80.8430827,529.4344574838449,1.661793071854806
Washington-San Francisco,airplane,Washington,San Francisco,38.8950368,-77.0365427,37.7792588,-122.4193286,3918.734106966189,5.898417633707736
Washington-Indianapolis,airplane,Washington,Indianapolis,38.8950368,-77.0365427,39.7683331,-86.1583502,790.1829446486721,1.98772868081084
Washington-Seattle,airplane,Washington,Seattle,38.8950368,-77.0365427,47.6038321,-122.330062,3736.814863135331,5.671018578919163
Washington-Denver,airplane,Washington,Denver,38.8950368,-77.0365427,39.7392364,-104.984862,2396.3611547269647,3.995451443408706
Washington-Boston,airplane,Washington,Boston,38.8950368,-77.0365427,42.3554334,-71.060511,634.0947612325443,1.7926184515406804
Washington-El Paso,airplane,Washington,El Paso,38.8950368,-77.0365427,31.7601164,-106.4870404,2773.2745977955647,4.466593247244456
Washington-Nashville,airplane,Washington,Nashville,38.8950368,-77.0365427,36.1622767,-86.7742984,910.3092380443212,2.1378865475554014
Washington-Detroit,airplane,Washington,Detroit,38.8950368,-77.0365427,42.3315509,-83.0466403,634.8529525519474,1.7935661906899345
Washington-Oklahoma City,airplane,Washington,Oklahoma City,38.8950368,-77.0365427,35.4729886,-97.5170536,1849.61616763218,3.3120202095402247
Washington-Portland,airplane,Washington,Portland,38.8950368,-77.0365427,45.5202471,-122.674194,3777.790845561474,5.722238556951842
Washington-Las Vegas,airplane,Washington,Las Vegas,38.8950368,-77.0365427,36.171697,-115.1463536,3349.661304335249,5.187076630419061
Washington-Memphis,airplane,Washington,Memphis,38.8950368,-77.0365427,35.1460249,-90.0517638,1227.0174781272838,2.5337718476591045
Washington-Baltimore,airplane,Washington,Baltimore,38.8950368,-77.0365427,39.290386,-76.61219,57.21644863336646,1.071520560791708
Washington-Louisville,airplane,Washington,Louisville,38.8950368,-77.0365427,38.2542376,-85.759407,761.3394449408833,1.951674306176104
Boston-New York,airplane,Boston,New York,42.3554334,-71.060511,40.7127281,-74.0060152,305.70389039352534,1.3821298629919068
Boston-Los Angeles,airplane,Boston,Los Angeles,42.3554334,-71.060511,34.052235,-118.243683,4169.501182251402,6.211876477814252
Boston-Chicago,airplane,Boston,Chicago,42.3554334,-71.060511,41.8755616,-87.6244212,1365.1347834745925,2.706418479343241
Boston-Houston,airplane,Boston,Houston,42.3554334,-71.060511,29.7589382,-95.3676974,2580.9394439229,4.226174304903624
Boston-Phoenix,airplane,Boston,Phoenix,42.3554334,-71.060511,33.4484367,-112.074141,3693.574219348912,5.61696777418614
Boston-Philadelphia,airplane,Boston,Philadelphia,42.3554334,-71.060511,39.9527237,-75.1635262,435.0924472841164,1.5438655591051456
Boston-San Antonio,airplane,Boston,San Antonio,42.3554334,-71.060511,29.4246002,-98.4951405,2840.372681138863,4.550465851423579
Boston-San Diego,airplane,Boston,San Diego,42.3554334,-71.060511,32.7174202,-117.162772,4149.984960463398,6.187481200579247
Boston-Dallas,airplane,Boston,Dallas,42.3554334,-71.060511,32.7762719,-96.7968559,2492.8384522628635,4.116048065328579
Boston-San Jose,airplane,Boston,San Jose,42.3554334,-71.060511,37.3361663,-121.890591,4310.447966257653,6.388059957822066
Boston-Austin,airplane,Boston,Austin,42.3554334,-71.060511,30.2711286,-97.7436995,2725.6425799836497,4.4070532249795615
Boston-Jacksonville,airplane,Boston,Jacksonville,42.3554334,-71.060511,30.3321838,-81.655651,1636.5442165159716,3.0456802706449646
Boston-Fort Worth,airplane,Boston,Fort Worth,42.3554334,-71.060511,32.753177,-97.3327459,2536.44100306558,4.170551253831976
Boston-Columbus,airplane,Boston,Columbus,42.3554334,-71.060511,39.9622601,-83.0007065,1033.425577394961,2.2917819717437014
Boston-Charlotte,airplane,Boston,Charlotte,42.3554334,-71.060511,35.2272086,-80.8430827,1159.171647650336,2.44896455956292
Boston-San Francisco,airplane,Boston,San Francisco,42.3554334,-71.060511,37.7792588,-122.4193286,4333.436077712502,6.416795097140628
Boston-Indianapolis,airplane,Boston,Indianapolis,42.3554334,-71.060511,39.7683331,-86.1583502,1296.2050027779576,2.620256253472447
Boston-Seattle,airplane,Boston,Seattle,42.3554334,-71.060511,47.6038321,-122.330062,4000.081257632008,6.00010157204001
Boston-Denver,airplane,Boston,Denver,42.3554334,-71.060511,39.7392364,-104.984862,2840.754548291599,4.550943185364499
Boston-Washington,airplane,Boston,Washington,42.3554334,-71.060511,38.8950368,-77.0365427,634.0947612325443,1.7926184515406804
Boston-El Paso,airplane,Boston,El Paso,42.3554334,-71.060511,31.7601164,-106.4870404,3328.2368275736967,5.1602960344671205
Boston-Nashville,airplane,Boston,Nashville,42.3554334,-71.060511,36.1622767,-86.7742984,1514.813430718285,2.8935167883978563
Boston-Detroit,airplane,Boston,Detroit,42.3554334,-71.060511,42.3315509,-83.0466403,984.2835839788936,2.230354479973617
Boston-Oklahoma City,airplane,Boston,Oklahoma City,42.3554334,-71.060511,35.4729886,-97.5170536,2401.968795002148,4.002460993752685
Boston-Portland,airplane,Boston,Portland,42.3554334,-71.060511,45.5202471,-122.674194,4076.1238514462034,6.0951548143077545
Boston-Las Vegas,airplane,Boston,Las Vegas,42.3554334,-71.060511,36.171697,-115.1463536,3813.577381042553,5.766971726303192
Boston-Memphis,airplane,Boston,Memphis,42.3554334,-71.060511,35.1460249,-90.0517638,1826.0881740652048,3.2826102175815057
Boston-Baltimore,airplane,Boston,Baltimore,42.3554334,-71.060511,39.290386,-76.61219,578.0486980823893,1.7225608726029864
Boston-Louisville,airplane,Boston,Louisville,42.3554334,-71.060511,38.2542376,-85.759407,1325.1140886461078,2.656392610807635
El Paso-New York,airplane,El Paso,New York,31.7601164,-106.4870404,40.7127281,-74.0060152,3058.013155923806,4.822516444904758
El Paso-Los Angeles,airplane,El Paso,Los Angeles,31.7601164,-106.4870404,34.052235,-118.243683,1126.0294963091064,2.407536870386383
El Paso-Chicago,airplane,El Paso,Chicago,31.7601164,-106.4870404,41.8755616,-87.6244212,2013.8490513637173,3.517311314204647
El Paso-Houston,airplane,El Paso,Houston,31.7601164,-106.4870404,29.7589382,-95.3676974,1084.9921535353362,2.35624019191917
El Paso-Phoenix,airplane,El Paso,Phoenix,31.7601164,-106.4870404,33.4484367,-112.074141,555.9104717570569,1.6948880896963212
El Paso-Philadelphia,airplane,El Paso,Philadelphia,31.7601164,-106.4870404,39.9527237,-75.1635262,2948.672690691112,4.68584086336389
El Paso-San Antonio,airplane,El Paso,San Antonio,31.7601164,-106.4870404,29.4246002,-98.4951405,807.5915158601811,2.009489394825226
El Paso-San Diego,airplane,El Paso,San Diego,31.7601164,-106.4870404,32.7174202,-117.162772,1009.2660792953072,2.2615825991191345
El Paso-Dallas,airplane,El Paso,Dallas,31.7601164,-106.4870404,32.7762719,-96.7968559,917.7345116395676,2.14716813954946
El Paso-San Jose,airplane,El Paso,San Jose,31.7601164,-106.4870404,37.3361663,-121.890591,1538.4914193763548,2.923114274220444
El Paso-Austin,airplane,El Paso,Austin,31.7601164,-106.4870404,30.2711286,-97.7436995,849.2463569396405,2.061557946174551
El Paso-Jacksonville,airplane,El Paso,Jacksonville,31.7601164,-106.4870404,30.3321838,-81.655651,2365.8154911216006,3.9572693639020007
